Material,StandardUnit,ToUnit,Factor
1000000611,EA,EA,1
1000000612,EA,EA,1
1000000613,EA,EA,1
1000000614,EA,EA,1
1000000615,EA,EA,1
1000000616,EA,EA,1
1000000617,EA,EA,1
1000000618,EA,EA,1
1000000619,EA,EA,1
1000000620,EA,EA,1
1000000621,EA,EA,1
1000000622,EA,EA,1
1000000623,EA,EA,1
1000000624,EA,EA,1
1000000625,EA,EA,1
1000000626,EA,EA,1
1000000627,EA,EA,1
1000000628,EA,EA,1
1000000629,EA,EA,1
1000000630,EA,EA,1
1000000631,EA,EA,1
1000000632,EA,EA,1
1000000633,EA,EA,1
1000000634,EA,EA,1
1000000635,EA,EA,1
1000000636,EA,EA,1
1000000637,EA,EA,1
1000000638,EA,EA,1
1000000639,EA,EA,1
1000000640,EA,EA,1
1000000641,EA,EA,1
1000000642,EA,EA,1
1000000643,EA,EA,1
1000000644,EA,EA,1
1000000645,EA,EA,1
1000000646,EA,EA,1
1000000647,EA,EA,1
1000000648,EA,EA,1
1000000649,EA,EA,1
1000000650,EA,EA,1
1000000651,EA,EA,1
1000000652,EA,EA,1
1000000653,EA,EA,1
1000000654,EA,EA,1
1000000655,EA,EA,1
1000000656,EA,EA,1
1000000657,EA,EA,1
1000000658,EA,EA,1
1000000659,EA,EA,1
1000000660,EA,EA,1
1000000661,EA,EA,1
1000000662,EA,EA,1
1000000663,EA,EA,1
1000000664,EA,EA,1
1000000665,EA,EA,1
1000000666,EA,EA,1
1000000667,EA,EA,1
1000000668,EA,EA,1
1000000669,EA,EA,1
1000000670,EA,EA,1
1000000671,EA,EA,1
1000000672,EA,EA,1
1000000673,SET,SET,1
1000000674,EA,EA,1
1000000675,EA,EA,1
1000000676,EA,EA,1
1000000677,EA,EA,1
1000000678,EA,EA,1
1000000679,EA,EA,1
1000000680,EA,EA,1
1000000681,EA,EA,1
1000000682,EA,EA,1
1000000683,EA,EA,1
1000000684,EA,EA,1
1000000685,EA,EA,1
1000000686,EA,EA,1
1000000687,EA,EA,1
1000000688,EA,EA,1
1000000689,EA,EA,1
1000000690,EA,EA,1
1000000691,EA,EA,1
1000000692,EA,EA,1
1000000693,EA,EA,1
1000000694,EA,EA,1
1000000695,EA,EA,1
1000000696,EA,EA,1
1000000697,EA,EA,1
1000000698,EA,EA,1
1000000699,EA,EA,1
1000000700,EA,EA,1
1000000701,EA,EA,1
1000000702,EA,EA,1
1000000703,EA,EA,1
1000000704,EA,EA,1
1000000705,EA,EA,1
1000000706,EA,EA,1
1000000707,EA,EA,1
1000000708,EA,EA,1
1000000709,EA,EA,1
1000000710,EA,EA,1
1000000711,EA,EA,1
1000000712,EA,EA,1
1000000713,EA,EA,1
1000000714,EA,EA,1
1000000715,EA,EA,1
1000000716,EA,EA,1
1000000717,EA,EA,1
1000000718,EA,EA,1
1000000719,EA,EA,1
1000000720,EA,EA,1
1000000721,EA,EA,1
1000000722,EA,EA,1
1000000723,EA,EA,1
1000000724,EA,EA,1
1000000725,EA,EA,1
1000000726,EA,EA,1
1000000727,EA,EA,1
1000000728,EA,EA,1
1000000729,EA,EA,1
1000000730,EA,EA,1
1000000731,EA,EA,1
1000000732,EA,EA,1
1000000733,EA,EA,1
1000000734,EA,EA,1
1000000735,EA,EA,1
1000000736,EA,EA,1
1000000737,EA,EA,1
1000000738,EA,EA,1
1000000739,EA,EA,1
1000000740,EA,EA,1
1000000741,EA,EA,1
1000000742,EA,EA,1
1000000743,EA,EA,1
1000000744,EA,EA,1
1000000745,EA,EA,1
1000000746,EA,EA,1
1000000747,EA,EA,1
1000000748,EA,EA,1
1000000749,EA,EA,1
1000000750,EA,EA,1
1000000751,EA,EA,1
1000000752,EA,EA,1
1000000753,EA,EA,1
1000000754,EA,EA,1
1000000755,EA,EA,1
1000000756,EA,EA,1
1000000757,EA,EA,1
1000000758,EA,EA,1
1000000759,EA,EA,1
1000000760,EA,EA,1
1000000761,EA,EA,1
1000000762,EA,EA,1
1000000763,EA,EA,1
1000000764,EA,EA,1
1000000765,EA,EA,1
1000000766,EA,EA,1
1000000767,EA,EA,1
1000000768,EA,EA,1
1000000769,EA,EA,1
1000000770,EA,EA,1
1000000771,EA,EA,1
1000000772,EA,EA,1
1000000773,EA,EA,1
1000000774,EA,EA,1
1000000775,EA,EA,1
1000000776,EA,EA,1
1000000777,EA,EA,1
1000000778,EA,EA,1
1000000779,EA,EA,1
1000000780,EA,EA,1
1000000781,EA,EA,1
1000000782,EA,EA,1
1000000783,EA,EA,1
1000000784,EA,EA,1
1000000785,EA,EA,1
1000000786,EA,EA,1
1000000787,EA,EA,1
1000000788,EA,EA,1
1000000789,EA,EA,1
1000000790,EA,EA,1
1000000791,EA,EA,1
1000000792,EA,EA,1
1000000793,EA,EA,1
1000000794,EA,EA,1
1000000795,EA,EA,1
1000000796,EA,EA,1
1000000797,EA,EA,1
1000000798,SET,SET,1
1000000799,EA,EA,1
1000000800,EA,EA,1
1000000801,EA,EA,1
1000000802,EA,EA,1
1000000803,EA,EA,1
1000000804,EA,EA,1
1000000805,EA,EA,1
1000000806,EA,EA,1
1000000807,EA,EA,1
1000000808,EA,EA,1
1000000809,EA,EA,1
1000000810,EA,EA,1
1000000811,EA,EA,1
1000000812,EA,EA,1
1000000813,EA,EA,1
1000000814,EA,EA,1
1000000815,EA,EA,1
1000000816,EA,EA,1
1000000817,EA,EA,1
1000000818,SET,SET,1
1000000819,EA,EA,1
1000000820,EA,EA,1
1000000821,EA,EA,1
1000000822,EA,EA,1
1000000823,EA,EA,1
1000000824,EA,EA,1
1000000825,EA,EA,1
1000000826,EA,EA,1
1000000827,EA,EA,1
1000000828,EA,EA,1
1000000829,EA,EA,1
1000000830,EA,EA,1
1000000831,EA,EA,1
1000000832,EA,EA,1
1000000833,EA,EA,1
1000000834,EA,EA,1
1000000835,EA,EA,1
1000000836,EA,EA,1
1000000837,EA,EA,1
1000000838,EA,EA,1
1000000839,EA,EA,1
1000000840,EA,EA,1
1000000841,EA,EA,1
1000000842,EA,EA,1
1000000843,EA,EA,1
1000000844,EA,EA,1
1000000845,EA,EA,1
1000000846,EA,EA,1
1000000847,EA,EA,1
1000000848,EA,EA,1
1000000849,EA,EA,1
1000000850,EA,EA,1
1000000851,EA,EA,1
1000000852,EA,EA,1
1000000853,EA,EA,1
1000000854,EA,EA,1
1000000855,EA,EA,1
1000000856,EA,EA,1
1000000857,EA,EA,1
1000000858,EA,EA,1
1000000859,EA,EA,1
1000000860,EA,EA,1
1000000861,EA,EA,1
1000000862,EA,EA,1
1000000863,EA,EA,1
1000000864,EA,EA,1
1000000865,EA,EA,1
1000000866,EA,EA,1
1000000867,EA,EA,1
1000000868,EA,EA,1
1000000869,EA,EA,1
1000000870,EA,EA,1
1000000871,EA,EA,1
1000000872,EA,EA,1
1000000873,EA,EA,1
1000000874,EA,EA,1
1000000875,EA,EA,1
1000000876,EA,EA,1
1000000877,EA,EA,1
1000000878,EA,EA,1
1000000879,EA,EA,1
1000000880,EA,EA,1
1000000881,EA,EA,1
1000000882,EA,EA,1
1000000883,EA,EA,1
1000000884,EA,EA,1
1000000885,EA,EA,1
1000000886,EA,EA,1
1000000887,EA,EA,1
1000000888,EA,EA,1
1000000889,EA,EA,1
1000000890,EA,EA,1
1000000891,EA,EA,1
1000000892,EA,EA,1
1000000893,EA,EA,1
1000000894,EA,EA,1
1000000895,EA,EA,1
1000000896,EA,EA,1
1000000897,EA,EA,1
1000000898,EA,EA,1
1000000899,EA,EA,1
1000000900,EA,EA,1
1000000901,EA,EA,1
1000000902,EA,EA,1
1000000903,EA,EA,1
1000000904,EA,EA,1
1000000905,EA,EA,1
1000000906,EA,EA,1
1000000907,EA,EA,1
1000000908,EA,EA,1
1000000909,EA,EA,1
1000000910,EA,EA,1
1000000911,EA,EA,1
1000000912,EA,EA,1
1000000913,EA,EA,1
1000000914,EA,EA,1
1000000915,EA,EA,1
1000000916,EA,EA,1
1000000917,EA,EA,1
1000000918,EA,EA,1
1000000919,EA,EA,1
1000000920,EA,EA,1
1000000921,EA,EA,1
1000000922,EA,EA,1
1000000923,EA,EA,1
1000000924,EA,EA,1
1000000925,EA,EA,1
1000000926,EA,EA,1
1000000927,EA,EA,1
1000000928,EA,EA,1
1000000929,EA,EA,1
1000000930,EA,EA,1
1000000931,EA,EA,1
1000000932,EA,EA,1
1000000933,EA,EA,1
1000000934,EA,EA,1
1000000935,EA,EA,1
1000000936,EA,EA,1
1000000937,EA,EA,1
1000000938,EA,EA,1
1000000939,EA,EA,1
1000000940,EA,EA,1
1000000941,EA,EA,1
1000000942,EA,EA,1
1000000943,EA,EA,1
1000000944,EA,EA,1
1000000945,EA,EA,1
1000000946,EA,EA,1
1000000947,EA,EA,1
1000000948,EA,EA,1
1000000949,EA,EA,1
1000000950,EA,EA,1
1000000951,EA,EA,1
1000000952,EA,EA,1
1000000953,EA,EA,1
1000000954,EA,EA,1
1000000955,EA,EA,1
1000000956,EA,EA,1
1000000957,EA,EA,1
1000000958,EA,EA,1
1000000959,EA,EA,1
1000000960,EA,EA,1
1000000961,EA,EA,1
1000000962,EA,EA,1
1000000963,EA,EA,1
1000000964,EA,EA,1
1000000965,EA,EA,1
1000000966,EA,EA,1
1000000967,EA,EA,1
1000000968,EA,EA,1
1000000969,EA,EA,1
1000000970,EA,EA,1
1000000971,EA,EA,1
1000000972,EA,EA,1
1000000973,EA,EA,1
1000000974,EA,EA,1
1000000975,EA,EA,1
1000000976,EA,EA,1
1000000977,EA,EA,1
1000000978,EA,EA,1
1000000979,EA,EA,1
1000000980,EA,EA,1
1000000981,EA,EA,1
1000000982,EA,EA,1
1000000983,EA,EA,1
1000000984,EA,EA,1
1000000985,EA,EA,1
1000000986,EA,EA,1
1000000987,EA,EA,1
1000000988,EA,EA,1
1000000989,EA,EA,1
1000000990,EA,EA,1
1000000991,EA,EA,1
1000000992,EA,EA,1
1000000993,EA,EA,1
1000000994,EA,EA,1
1000000995,EA,EA,1
1000000996,EA,EA,1
1000000997,EA,EA,1
1000000998,EA,EA,1
1000000999,EA,EA,1
1000001000,EA,EA,1
1000001001,EA,EA,1
1000001002,EA,EA,1
1000001003,EA,EA,1
1000001004,EA,EA,1
1000001005,EA,EA,1
1000001006,EA,EA,1
1000001007,EA,EA,1
1000001008,EA,EA,1
1000001009,EA,EA,1
1000001010,EA,EA,1
1000001011,EA,EA,1
1000001012,EA,EA,1
1000001013,EA,EA,1
1000001014,EA,EA,1
1000001015,EA,EA,1
1000001016,EA,EA,1
1000001017,EA,EA,1
1000001018,EA,EA,1
1000001019,EA,EA,1
1000001020,EA,EA,1
1000001021,EA,EA,1
1000001022,EA,EA,1
1000001023,EA,EA,1
1000001024,EA,EA,1
1000001025,EA,EA,1
1000001026,EA,EA,1
1000001027,EA,EA,1
1000001028,EA,EA,1
1000001029,EA,EA,1
1000001030,EA,EA,1
1000001031,EA,EA,1
1000001032,EA,EA,1
1000001033,EA,EA,1
1000001034,EA,EA,1
1000001035,EA,EA,1
1000001036,EA,EA,1
1000001037,EA,EA,1
1000001038,EA,EA,1
1000001039,EA,EA,1
1000001040,EA,EA,1
1000001041,EA,EA,1
1000001042,EA,EA,1
1000001043,EA,EA,1
1000001044,EA,EA,1
1000001045,EA,EA,1
1000001046,EA,EA,1
1000001047,EA,EA,1
1000001048,EA,EA,1
1000001049,EA,EA,1
1000001050,EA,EA,1
1000001051,EA,EA,1
1000001052,EA,EA,1
1000001053,SET,SET,1
1000001054,EA,EA,1
1000001055,EA,EA,1
1000001056,EA,EA,1
1000001057,EA,EA,1
1000001058,EA,EA,1
1000001059,EA,EA,1
1000001060,EA,EA,1
1000001061,EA,EA,1
1000001062,EA,EA,1
1000001063,EA,EA,1
1000001064,EA,EA,1
1000001065,EA,EA,1
1000001066,EA,EA,1
1000001067,EA,EA,1
1000001068,EA,EA,1
1000001069,EA,EA,1
1000001070,EA,EA,1
1000001071,EA,EA,1
1000001073,EA,EA,1
1000001074,EA,EA,1
1000001075,EA,EA,1
1000001076,EA,EA,1
1000001077,EA,EA,1
1000001078,EA,EA,1
1000001079,EA,EA,1
1000001080,EA,EA,1
1000001081,EA,EA,1
1000001082,EA,EA,1
1000001083,EA,EA,1
1000001084,EA,EA,1
1000001085,EA,EA,1
1000001086,EA,EA,1
1000001087,EA,EA,1
1000001088,EA,EA,1
1000001089,EA,EA,1
1000001090,EA,EA,1
1000001091,EA,EA,1
1000001092,EA,EA,1
1000001093,EA,EA,1
1000001094,EA,EA,1
1000001095,EA,EA,1
1000001096,EA,EA,1
1000001097,EA,EA,1
1000001098,EA,EA,1
1000001099,EA,EA,1
1000001100,EA,EA,1
1000001101,EA,EA,1
1000001102,EA,EA,1
1000001103,EA,EA,1
1000001104,EA,EA,1
1000001105,EA,EA,1
1000001106,EA,EA,1
1000001107,EA,EA,1
1000001108,EA,EA,1
1000001109,EA,EA,1
1000001110,EA,EA,1
1000001111,EA,EA,1
1000001112,EA,EA,1
1000001113,EA,EA,1
1000001114,EA,EA,1
1000001115,EA,EA,1
1000001116,EA,EA,1
1000001117,EA,EA,1
1000001118,EA,EA,1
1000001119,EA,EA,1
1000001120,EA,EA,1
1000001121,EA,EA,1
1000001122,EA,EA,1
1000001123,EA,EA,1
1000001124,EA,EA,1
1000001125,EA,EA,1
1000001126,EA,EA,1
1000001127,EA,EA,1
1000001128,EA,EA,1
1000001129,EA,EA,1
1000001130,EA,EA,1
1000001131,EA,EA,1
1000001132,SET,SET,1
1000001133,EA,EA,1
1000001134,EA,EA,1
1000001135,EA,EA,1
1000001137,EA,EA,1
1000001138,EA,EA,1
1000001139,EA,EA,1
1000001140,EA,EA,1
1000001141,EA,EA,1
1000001142,EA,EA,1
1000001143,EA,EA,1
1000001144,EA,EA,1
1000001145,EA,EA,1
1000001146,EA,EA,1
1000001147,EA,EA,1
1000001148,EA,EA,1
1000001149,EA,EA,1
1000001150,EA,EA,1
1000001151,EA,EA,1
1000001152,EA,EA,1
1000001153,EA,EA,1
1000001154,EA,EA,1
1000001155,EA,EA,1
1000001156,EA,EA,1
1000001157,EA,EA,1
1000001158,EA,EA,1
1000001159,EA,EA,1
1000001160,EA,EA,1
1000001161,EA,EA,1
1000001162,EA,EA,1
1000001163,EA,EA,1
1000001164,EA,EA,1
1000001165,EA,EA,1
1000001166,EA,EA,1
1000001167,EA,EA,1
1000001168,EA,EA,1
1000001169,EA,EA,1
1000001170,EA,EA,1
1000001171,EA,EA,1
1000001172,EA,EA,1
1000001173,EA,EA,1
1000001174,EA,EA,1
1000001175,EA,EA,1
1000001176,EA,EA,1
1000001177,EA,EA,1
1000001178,EA,EA,1
1000001179,EA,EA,1
1000001180,EA,EA,1
1000001181,EA,EA,1
1000001182,EA,EA,1
1000001183,EA,EA,1
1000001184,EA,EA,1
1000001185,EA,EA,1
1000001186,EA,EA,1
1000001187,EA,EA,1
1000001188,SET,SET,1
1000001189,EA,EA,1
1000001190,EA,EA,1
1000001191,EA,EA,1
1000001192,EA,EA,1
1000001193,EA,EA,1
1000001194,EA,EA,1
1000001195,EA,EA,1
1000001196,EA,EA,1
1000001197,EA,EA,1
1000001198,EA,EA,1
1000001199,EA,EA,1
1000001200,EA,EA,1
1000001201,EA,EA,1
1000001202,EA,EA,1
1000001203,EA,EA,1
1000001204,EA,EA,1
1000001205,EA,EA,1
1000001206,EA,EA,1
1000001207,EA,EA,1
1000001208,EA,EA,1
1000001209,EA,EA,1
1000001210,SET,SET,1
1000001211,EA,EA,1
1000001212,EA,EA,1
1000001213,EA,EA,1
1000001214,EA,EA,1
1000001215,EA,EA,1
1000001216,EA,EA,1
1000001217,EA,EA,1
1000001218,EA,EA,1
1000001219,EA,EA,1
1000001220,EA,EA,1
1000001220,EA,SET,1
1000001221,EA,EA,1
1000001222,EA,EA,1
1000001223,EA,EA,1
1000001224,EA,EA,1
1000001225,EA,EA,1
1000001226,EA,EA,1
1000001227,EA,EA,1
1000001228,EA,EA,1
1000001229,EA,EA,1
1000001230,EA,EA,1
1000001231,SET,SET,1
1000001232,SET,SET,1
1000001233,EA,EA,1
1000001234,EA,EA,1
1000001235,EA,EA,1
1000001236,EA,EA,1
1000001237,EA,EA,1
1000001238,SET,SET,1
1000001239,SET,SET,1
1000001240,EA,EA,1
1000001241,EA,EA,1
1000001242,EA,EA,1
1000001243,EA,EA,1
1000001244,EA,EA,1
1000001245,EA,EA,1
1000001246,EA,EA,1
1000001247,SET,SET,1
1000001248,EA,EA,1
1000001249,EA,EA,1
1000001250,EA,EA,1
1000001251,EA,EA,1
1000001252,EA,EA,1
1000001253,EA,EA,1
1000001254,EA,EA,1
1000001255,EA,EA,1
1000001256,EA,EA,1
1000001257,EA,EA,1
1000001258,EA,EA,1
1000001259,EA,EA,1
1000001260,EA,EA,1
1000001261,EA,EA,1
1000001262,EA,EA,1
1000001263,EA,EA,1
1000001264,EA,EA,1
1000001265,SET,SET,1
1000001266,EA,EA,1
1000001267,EA,EA,1
1000001268,EA,EA,1
1000001269,EA,EA,1
1000001270,EA,EA,1
1000001271,EA,EA,1
1000001272,EA,EA,1
1000001273,EA,EA,1
1000001274,EA,EA,1
1000001275,EA,EA,1
1000001276,EA,EA,1
1000001277,EA,EA,1
1000001278,EA,EA,1
1000001279,EA,EA,1
1000001280,EA,EA,1
1000001281,EA,EA,1
1000001282,EA,EA,1
1000001283,EA,EA,1
1000001284,EA,EA,1
1000001285,EA,EA,1
1000001286,EA,EA,1
1000001287,EA,EA,1
1000001288,EA,EA,1
1000001289,EA,EA,1
1000001290,EA,EA,1
1000001291,EA,EA,1
1000001292,EA,EA,1
1000001293,EA,EA,1
1000001294,EA,EA,1
1000001295,EA,EA,1
1000001296,EA,EA,1
1000001297,EA,EA,1
1000001298,EA,EA,1
1000001299,EA,EA,1
1000001300,EA,EA,1
1000001301,EA,EA,1
1000001302,EA,EA,1
1000001303,EA,EA,1
1000001304,EA,EA,1
1000001305,EA,EA,1
1000001306,EA,EA,1
1000001307,EA,EA,1
1000001308,EA,EA,1
1000001309,EA,EA,1
1000001310,EA,EA,1
1000001311,EA,EA,1
1000001312,EA,EA,1
1000001313,EA,EA,1
1000001314,EA,EA,1
1000001315,EA,EA,1
1000001316,EA,EA,1
1000001317,EA,EA,1
1000001318,EA,EA,1
1000001319,EA,EA,1
1000001320,EA,EA,1
1000001321,EA,EA,1
1000001322,EA,EA,1
1000001323,EA,EA,1
1000001324,EA,EA,1
1000001325,EA,EA,1
1000001326,EA,EA,1
1000001327,EA,EA,1
1000001328,EA,EA,1
1000001329,EA,EA,1
1000001330,EA,EA,1
1000001331,EA,EA,1
1000001332,EA,EA,1
1000001333,EA,EA,1
1000001334,EA,EA,1
1000001335,EA,EA,1
1000001336,EA,EA,1
1000001337,EA,EA,1
1000001338,EA,EA,1
1000001339,EA,EA,1
1000001340,EA,EA,1
1000001341,EA,EA,1
1000001342,EA,EA,1
1000001343,EA,EA,1
1000001344,EA,EA,1
1000001345,EA,EA,1
1000001346,EA,EA,1
1000001347,EA,EA,1
1000001348,EA,EA,1
1000001349,EA,EA,1
1000001350,EA,EA,1
1000001351,EA,EA,1
1000001352,EA,EA,1
1000001353,EA,EA,1
1000001354,EA,EA,1
1000001355,EA,EA,1
1000001356,EA,EA,1
1000001357,EA,EA,1
1000001358,EA,EA,1
1000001359,EA,EA,1
1000001360,EA,EA,1
1000001361,EA,EA,1
1000001362,EA,EA,1
1000001363,EA,EA,1
1000001364,EA,EA,1
1000001365,EA,EA,1
1000001366,EA,EA,1
1000001367,EA,EA,1
1000001368,EA,EA,1
1000001369,EA,EA,1
1000001370,EA,EA,1
1000001371,EA,EA,1
1000001372,EA,EA,1
1000001373,EA,EA,1
1000001374,EA,EA,1
1000001375,EA,EA,1
1000001376,EA,EA,1
1000001377,EA,EA,1
1000001378,EA,EA,1
1000001379,EA,EA,1
1000001380,EA,EA,1
1000001381,EA,EA,1
1000001382,EA,EA,1
1000001383,EA,EA,1
1000001384,EA,EA,1
1000001385,EA,EA,1
1000001386,EA,EA,1
1000001387,EA,EA,1
1000001388,EA,EA,1
1000001389,EA,EA,1
1000001390,EA,EA,1
1000001391,EA,EA,1
1000001392,EA,EA,1
1000001393,EA,EA,1
1000001394,EA,EA,1
1000001395,EA,EA,1
1000001396,EA,EA,1
1000001397,EA,EA,1
1000001398,EA,EA,1
1000001399,EA,EA,1
1000001400,EA,EA,1
1000001401,EA,EA,1
1000001402,EA,EA,1
1000001403,EA,EA,1
1000001404,EA,EA,1
1000001405,EA,EA,1
1000001406,EA,EA,1
1000001407,EA,EA,1
1000001408,EA,EA,1
1000001409,EA,EA,1
1000001410,EA,EA,1
1000001411,EA,EA,1
1000001414,EA,EA,1
1000001415,EA,EA,1
1000001416,EA,EA,1
1000001417,EA,EA,1
1000001418,EA,EA,1
1000001419,EA,EA,1
1000001420,EA,EA,1
1000001421,EA,EA,1
1000001422,EA,EA,1
1000001423,EA,EA,1
1000001424,EA,EA,1
1000001426,EA,EA,1
1000001430,EA,EA,1
1000001432,EA,EA,1
1000001433,EA,EA,1
1000001434,EA,EA,1
1000001437,EA,EA,1
1000001438,EA,EA,1
1000001439,EA,EA,1
1000001440,EA,EA,1
1000001441,EA,EA,1
1000001442,EA,EA,1
1000001443,EA,EA,1
1000001444,EA,EA,1
1000001445,EA,EA,1
1000001446,EA,EA,1
1000001447,EA,EA,1
1000001448,EA,EA,1
1000001449,EA,EA,1
1000001450,EA,EA,1
1000001451,EA,EA,1
1000001452,EA,EA,1
1000001453,EA,EA,1
1000001454,EA,EA,1
1000001455,EA,EA,1
1000001456,EA,EA,1
1000001457,EA,EA,1
1000001458,EA,EA,1
1000001459,EA,EA,1
1000001460,EA,EA,1
1000001461,EA,EA,1
1000001462,EA,EA,1
1000001463,EA,EA,1
1000001464,EA,EA,1
1000001465,EA,EA,1
1000001466,EA,EA,1
1000001467,EA,EA,1
1000001468,EA,EA,1
1000001469,EA,EA,1
1000001470,EA,EA,1
1000001471,EA,EA,1
1000001472,EA,EA,1
1000001473,EA,EA,1
1000001474,EA,EA,1
1000001475,EA,EA,1
1000001476,EA,EA,1
1000001477,EA,EA,1
1000001478,EA,EA,1
1000001479,EA,EA,1
1000001480,EA,EA,1
1000001481,EA,EA,1
1000001482,EA,EA,1
1000001483,EA,EA,1
1000001484,EA,EA,1
1000001485,EA,EA,1
1000001486,EA,EA,1
1000001487,EA,EA,1
1000001488,EA,EA,1
1000001489,EA,EA,1
1000001490,EA,EA,1
1000001491,EA,EA,1
1000001493,EA,EA,1
1000001494,EA,EA,1
1000001495,EA,EA,1
1000001496,EA,EA,1
1000001497,EA,EA,1
1000001498,EA,EA,1
1000001499,EA,EA,1
1000001500,EA,EA,1
1000001501,EA,EA,1
1000001502,EA,EA,1
1000001503,EA,EA,1
1000001504,EA,EA,1
1000001505,EA,EA,1
1000001506,SET,SET,1
1000001507,EA,EA,1
1000001508,EA,EA,1
1000001509,EA,EA,1
1000001510,EA,EA,1
1000001511,EA,EA,1
1000001512,EA,EA,1
1000001513,SET,SET,1
1000001514,EA,EA,1
1000001515,EA,EA,1
1000001516,EA,EA,1
1000001517,EA,EA,1
1000001518,EA,EA,1
1000001519,EA,EA,1
1000001520,EA,EA,1
1000001521,SET,SET,1
1000001522,EA,EA,1
1000001523,EA,EA,1
1000001524,EA,EA,1
1000001525,EA,EA,1
1000001526,EA,EA,1
1000001527,EA,EA,1
1000001528,EA,EA,1
1000001529,EA,EA,1
1000001530,EA,EA,1
1000001531,EA,EA,1
1000001532,EA,EA,1
1000001533,EA,EA,1
1000001534,EA,EA,1
1000001535,EA,EA,1
1000001536,EA,EA,1
1000001537,EA,EA,1
1000001538,EA,EA,1
1000001539,EA,EA,1
1000001540,EA,EA,1
1000001541,EA,EA,1
1000001542,EA,EA,1
1000001543,EA,EA,1
1000001544,EA,EA,1
1000001545,EA,EA,1
1000001546,EA,EA,1
1000001547,EA,EA,1
1000001548,EA,EA,1
1000001549,EA,EA,1
1000001550,EA,EA,1
1000001551,EA,EA,1
1000001552,EA,EA,1
1000001553,EA,EA,1
1000001555,EA,EA,1
1000001556,EA,EA,1
1000001557,EA,EA,1
1000001558,EA,EA,1
1000001559,EA,EA,1
1000001560,EA,EA,1
1000001561,EA,EA,1
1000001562,EA,EA,1
1000001563,EA,EA,1
1000001564,EA,EA,1
1000001565,EA,EA,1
1000001566,EA,EA,1
1000001567,EA,EA,1
1000001568,EA,EA,1
1000001569,EA,EA,1
1000001570,EA,EA,1
1000001571,EA,EA,1
1000001572,EA,EA,1
1000001573,EA,EA,1
1000001574,EA,EA,1
1000001575,SET,SET,1
1000001576,EA,EA,1
1000001577,EA,EA,1
1000001578,EA,EA,1
1000001579,EA,EA,1
1000001580,EA,EA,1
1000001581,EA,EA,1
1000001582,EA,EA,1
1000001583,EA,EA,1
1000001584,EA,EA,1
1000001585,EA,EA,1
1000001586,EA,EA,1
1000001587,EA,EA,1
1000001588,EA,EA,1
1000001589,EA,EA,1
1000001590,EA,EA,1
1000001591,EA,EA,1
1000001592,EA,EA,1
1000001593,EA,EA,1
1000001594,EA,EA,1
1000001595,EA,EA,1
1000001596,EA,EA,1
1000001597,EA,EA,1
1000001598,EA,EA,1
1000001599,EA,EA,1
1000001600,EA,EA,1
1000001600,EA,SET,1
1000001601,EA,EA,1
1000001602,EA,EA,1
1000001603,EA,EA,1
1000001604,EA,EA,1
1000001605,EA,EA,1
1000001606,SET,SET,1
1000001607,EA,EA,1
1000001608,EA,EA,1
1000001609,EA,EA,1
1000001610,EA,EA,1
1000001611,EA,EA,1
1000001612,EA,EA,1
1000001613,EA,EA,1
1000001614,SET,SET,1
1000001615,EA,EA,1
1000001616,EA,EA,1
1000001617,EA,EA,1
1000001618,EA,EA,1
1000001619,EA,EA,1
1000001620,EA,EA,1
1000001621,EA,EA,1
1000001622,EA,EA,1
1000001623,EA,EA,1
1000001624,EA,EA,1
1000001625,EA,EA,1
1000001626,EA,EA,1
1000001627,EA,EA,1
1000001628,EA,EA,1
1000001629,EA,EA,1
1000001630,EA,EA,1
1000001631,EA,EA,1
1000001632,EA,EA,1
1000001633,EA,EA,1
1000001634,EA,EA,1
1000001635,EA,EA,1
1000001636,EA,EA,1
1000001637,EA,EA,1
1000001638,EA,EA,1
1000001640,EA,EA,1
1000001641,EA,EA,1
1000001642,EA,EA,1
1000001643,EA,EA,1
1000001644,EA,EA,1
1000001645,EA,EA,1
1000001646,EA,EA,1
1000001647,EA,EA,1
1000001648,EA,EA,1
1000001649,EA,EA,1
1000001650,EA,EA,1
1000001651,EA,EA,1
1000001652,EA,EA,1
1000001653,EA,EA,1
1000001654,EA,EA,1
1000001655,EA,EA,1
1000001656,EA,EA,1
1000001657,EA,EA,1
1000001658,EA,EA,1
1000001659,EA,EA,1
1000001660,EA,EA,1
1000001661,EA,EA,1
1000001662,EA,EA,1
1000001663,EA,EA,1
1000001664,EA,EA,1
1000001665,EA,EA,1
1000001666,EA,EA,1
1000001667,EA,EA,1
1000001668,EA,EA,1
1000001669,EA,EA,1
1000001670,EA,EA,1
1000001671,EA,EA,1
1000001672,EA,EA,1
1000001673,EA,EA,1
1000001674,EA,EA,1
1000001675,EA,EA,1
1000001676,EA,EA,1
1000001677,EA,EA,1
1000001678,EA,EA,1
1000001679,EA,EA,1
1000001680,EA,EA,1
1000001681,EA,EA,1
1000001682,EA,EA,1
1000001686,EA,EA,1
1000001687,EA,EA,1
1000001688,EA,EA,1
1000001689,EA,EA,1
1000001690,EA,EA,1
1000001692,SET,SET,1
1000001693,EA,EA,1
1000001694,EA,EA,1
1000001695,EA,EA,1
1000001696,EA,EA,1
1000001697,EA,EA,1
1000001698,EA,EA,1
1000001699,EA,EA,1
1000001700,EA,EA,1
1000001701,EA,EA,1
